ID,First Name,Last Name,Team,Position,Assists,bonus,Total points,xA,CS,Gc,Goals Scored,minutes,red_cards,starts,xG,xGi,xGc,code,PpG
534,Boubacar,Traoré,20,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,476502,0.0
535,Jean-Ricner,Bellegarde,20,3,3,3,56,1.72,4,21,2,1064,0,12,1.00,2.72,17.68,231057,2.3
536,Daniel,Bentley,20,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,79602,0.0
537,Francisco Jorge,Tomás Oliveira,20,3,0,0,1,0.05,0,0,0,6,0,0,0.00,0.05,0.00,510363,1.0
538,Tawanda,Chirewa,20,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,497606,0.0
539,Leon,Chiwome,20,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,589507,0.0
540,Luke,Cundle,20,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,245923,0.0
541,Matheus,Santos Carneiro Da Cunha,20,4,4,33,141,4.36,5,47,13,2053,0,23,6.44,10.80,35.93,430871,5.6
542,Craig,Dawson,20,2,1,1,17,0.07,1,25,0,969,0,10,0.50,0.57,18.56,60232,1.1
543,Matt,Doherty,20,2,1,2,48,0.84,4,30,2,1337,0,15,1.04,1.88,20.90,87835,2.5
544,Tommy,Doyle,20,3,1,0,25,0.34,0,10,0,459,0,3,0.55,0.89,9.52,220394,1.2
545,Fábio,Silva,20,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,449988,0.0
546,Nathan,Fraser,20,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,531363,0.0
547,Enso,González,20,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,593001,0.0
548,Gonçalo Manuel,Ganchinho Guedes,20,3,4,2,53,0.59,3,18,2,728,0,7,2.18,2.77,14.11,181284,2.4
549,Hugo,Bueno López,20,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,490721,0.0
550,Hwang,Hee-chan,20,3,1,0,33,0.35,0,17,2,609,0,5,0.79,1.14,10.94,184754,1.9
551,Joe,Hodge,20,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,240299,0.0
552,Ki-Jana,Hoever,20,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,441271,0.0
553,João Victor,Gomes da Silva,20,3,1,7,59,2.00,3,48,2,1979,1,24,1.78,3.78,35.78,448089,2.5
554,José,Malheiro de Sá,20,1,0,3,59,0.01,5,37,0,1710,0,19,0.00,0.01,28.93,149065,3.1
555,Saša,Kalajdžić,20,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,429414,0.0
556,Tom,King,20,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,138001,0.0
557,Mario,Lemina,20,3,3,5,47,0.87,1,39,1,1363,0,15,1.30,2.17,27.26,151086,2.8
558,Yerson,Mosquera,20,2,0,0,3,0.03,0,12,0,441,0,5,0.33,0.36,5.63,501837,0.6
559,Nélson,Cabral Semedo,20,2,3,0,51,1.09,5,36,0,1879,0,21,0.71,1.80,33.05,200402,2.3
560,Pedro,Lomba Neto,6,3,3,5,54,2.59,2,18,2,1277,0,13,1.70,4.29,19.97,247632,2.3
561,Pedro,Cardoso de Lima,20,2,0,0,2,0.10,0,2,0,69,0,1,0.06,0.16,0.77,641221,0.7
562,Daniel,Castelo Podence,20,3,0,0,2,0.01,0,2,0,46,0,0,0.04,0.05,0.70,200600,1.0
563,Rodrigo,Martins Gomes,20,3,0,0,28,0.64,1,15,1,560,0,6,0.37,1.01,12.22,483081,1.6
564,Santiago,Bueno,20,2,0,1,38,0.08,4,30,0,1433,0,16,0.45,0.53,25.17,231480,2.0
565,Pablo,Sarabia,20,3,1,0,23,0.86,1,10,1,478,0,6,2.44,3.30,9.32,88484,2.0
566,Jørgen,Strand Larsen,20,4,2,8,85,0.56,4,44,7,1880,0,22,6.20,6.76,33.70,247412,3.5
567,Toti António,Gomes,20,2,1,5,48,0.38,5,30,0,1533,0,18,0.13,0.51,25.21,510362,2.5
568,Arijanet,Muric,10,1,0,5,49,0.01,1,33,0,1620,0,18,0.00,0.01,36.12,232917,2.7
569,Jaden,Philogene,10,3,0,0,15,0.27,1,15,0,547,1,4,0.68,0.95,9.36,481624,1.0
570,Abdul,Fatawu,11,3,2,3,26,1.42,0,14,0,576,0,6,0.41,1.83,11.00,531442,2.4
571,Sávio 'Savinho',Moreira de Oliveira,13,3,10,12,83,5.25,4,21,1,1257,0,15,3.55,8.80,16.32,510281,4.2
572,Leny,Yoro,14,2,0,0,11,0.06,0,13,0,560,0,5,0.70,0.76,10.98,550864,0.9
573,Miodrag,Pivaš,15,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,578512,0.0
574,Nikola,Milenković,16,2,1,1,98,0.54,10,32,3,2250,0,25,3.47,4.01,31.04,227444,3.9
575,Caleb,Wiley,6,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,488464,0.0
576,Andy,Irving,19,3,0,0,8,0.12,0,4,0,160,0,1,0.13,0.25,4.48,229384,0.9
577,Jesper,Lindstrøm,8,3,0,0,36,1.89,6,12,0,1071,0,13,2.13,4.02,11.05,463903,1.6
578,Riccardo,Calafiori,1,2,1,1,36,0.60,1,11,2,819,0,9,0.77,1.37,9.31,466075,2.4
579,Ryan,Sessegnon,9,2,0,0,4,0.00,0,0,0,17,0,0,0.00,0.00,0.38,184349,1.0
580,Dean,Huijsen,3,2,0,11,69,0.86,5,15,2,1420,0,15,1.41,2.27,22.79,554605,3.5
581,Filip,Jørgensen,6,1,0,0,12,0.00,0,9,0,450,0,5,0.00,0.00,8.34,508479,2.4
582,Jake,O'Brien,8,2,0,0,18,0.11,2,7,0,578,0,6,0.00,0.11,5.52,512462,2.0
583,Conor,Townsend,10,2,0,0,4,0.15,0,3,0,136,0,1,0.00,0.15,3.38,108053,1.3
584,Ben,Brereton Díaz,17,3,0,0,13,0.15,0,10,0,446,0,4,0.90,1.05,11.43,204814,1.3
585,Ismaïla,Sarr,7,3,4,6,87,4.21,7,22,4,1752,0,19,4.64,8.85,24.30,232185,3.3
586,Jorge,Cuenca Barreno,9,2,0,0,4,0.00,0,3,0,93,0,1,0.00,0.00,2.56,246301,1.0
587,Crysencio,Summerville,19,3,1,2,33,1.71,2,20,1,776,0,7,1.61,3.32,17.58,450070,1.7
588,Guido,Rodríguez,19,3,0,0,28,0.12,3,18,0,1015,0,14,0.22,0.34,18.28,197024,1.5
